pass,metric,mean,p50,p95,p99,max,total,positivePixels
probe,orbitSteps,52.20857096354167,63.0,82.0,116.0,800.0,9.6230838E7,1843200
probe,chords,52.20857096354167,63.0,82.0,116.0,800.0,9.6230838E7,1843200
probe,terrainNodes,242.63956380208333,181.0,558.0,835.0,1398.0,4.47233244E8,1843200
probe,movingNodes,116.49746961805556,111.0,227.0,299.0,712.0,2.14728136E8,1843200
probe,terrainTriangles,4.504651692708333,0.0,16.0,32.0,146.0,8302974.0,743730
probe,movingTriangles,42.58421061197917,33.0,132.0,170.0,220.0,7.8491217E7,957780
probe,terrainCandidates,0.43647135416666666,0.0,1.0,2.0,13.0,804504.0,742292
probe,movingCandidates,1.0696375868055557,1.0,3.0,5.0,9.0,1971556.0,941383
probe,terrainReuse,43.68777398003472,51.0,75.0,103.0,772.0,8.0525305E7,1831807
probe,movingReuse,46.37771809895833,57.0,77.0,111.0,797.0,8.548341E7,1842925
probe,terrainLeaves,0.6545241970486111,0.0,3.0,5.0,26.0,1206419.0,743730
probe,movingLeaves,6.818487955729167,6.0,22.0,28.0,38.0,1.2567837E7,957780
probe,transparentContinuations,0.0,0.0,0.0,0.0,0.0,0.0,0
probe,probePending,4.0093315972222223E-4,0.0,0.0,0.0,1.0,739.0,739
probe,rays,1.0,1.0,1.0,1.0,1.0,1843200.0,1843200
probe,exhausted,5.425347222222222E-7,0.0,0.0,0.0,1.0,1.0,1
probe,cloudTriangles,35.314970703125,25.0,116.0,136.0,214.0,6.5092554E7,935211
probe,actorTriangles,7.269239908854167,0.0,47.0,64.0,200.0,1.3398663E7,447116
probe,cloudCandidates,1.0553922526041666,1.0,3.0,5.0,6.0,1945299.0,926993
probe,actorCandidates,0.014245334201388888,0.0,0.0,0.0,9.0,26257.0,14517
mask,orbitSteps,0.013681098090277777,0.0,0.0,0.0,40.0,25217.0,739
mask,chords,0.014475911458333334,0.0,0.0,0.0,44.0,26682.0,739
mask,terrainNodes,0.264306640625,0.0,0.0,0.0,1503.0,487170.0,739
mask,movingNodes,0.08276584201388888,0.0,0.0,0.0,268.0,152554.0,739
mask,terrainTriangles,0.03637261284722222,0.0,0.0,0.0,384.0,67042.0,739
mask,movingTriangles,0.04090169270833333,0.0,0.0,0.0,220.0,75390.0,739
mask,terrainCandidates,0.0022591145833333335,0.0,0.0,0.0,25.0,4164.0,739
mask,movingCandidates,7.595486111111111E-4,0.0,0.0,0.0,5.0,1400.0,739
mask,terrainReuse,0.00940700954861111,0.0,0.0,0.0,27.0,17339.0,739
mask,movingReuse,0.011843532986111112,0.0,0.0,0.0,37.0,21830.0,739
mask,terrainLeaves,0.005738932291666667,0.0,0.0,0.0,59.0,10578.0,739
mask,movingLeaves,0.006538628472222223,0.0,0.0,0.0,34.0,12052.0,739
mask,transparentContinuations,7.948133680555556E-4,0.0,0.0,0.0,5.0,1465.0,739
mask,probePending,1.8446180555555556E-5,0.0,0.0,0.0,1.0,34.0,34
mask,rays,4.0093315972222223E-4,0.0,0.0,0.0,1.0,739.0,739
mask,exhausted,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,cloudTriangles,0.02453830295138889,0.0,0.0,0.0,187.0,45229.0,739
mask,actorTriangles,0.016363389756944444,0.0,0.0,0.0,58.0,30161.0,739
mask,cloudCandidates,7.595486111111111E-4,0.0,0.0,0.0,5.0,1400.0,739
mask,actorCandidates,0.0,0.0,0.0,0.0,0.0,0.0,0
full,orbitSteps,52.208621419270834,63.0,82.0,116.0,800.0,9.6230931E7,1843200
full,chords,52.33349338107639,63.0,82.0,116.0,800.0,9.6461095E7,1843200
full,terrainNodes,244.0670751953125,181.0,570.0,841.0,1503.0,4.49864433E8,1843200
full,movingNodes,120.79421657986111,113.0,240.0,316.0,712.0,2.226479E8,1843200
full,terrainTriangles,4.5948046875,0.0,18.0,32.0,384.0,8469144.0,743730
full,movingTriangles,48.347209201388885,34.0,152.0,198.0,361.0,8.9113576E7,957780
full,terrainCandidates,0.4438254123263889,0.0,1.0,2.0,25.0,818059.0,742292
full,movingCandidates,1.0132774522569445,1.0,3.0,5.0,13.0,1867673.0,941383
full,terrainReuse,43.78701009114583,51.0,75.0,103.0,772.0,8.0708217E7,1831807
full,movingReuse,46.37853244357639,57.0,77.0,111.0,797.0,8.5484911E7,1842925
full,terrainLeaves,0.6686452907986111,0.0,3.0,5.0,59.0,1232447.0,743730
full,movingLeaves,7.731074761284722,6.0,24.0,32.0,61.0,1.4249917E7,957780
full,transparentContinuations,0.12487250434027777,0.0,1.0,1.0,5.0,230165.0,229439
full,probePending,1.8446180555555556E-5,0.0,0.0,0.0,1.0,34.0,34
full,rays,1.0,1.0,1.0,1.0,1.0,1843200.0,1843200
full,exhausted,5.425347222222222E-7,0.0,0.0,0.0,1.0,1.0,1
full,cloudTriangles,40.59381401909722,25.0,128.0,172.0,266.0,7.4822518E7,935211
full,actorTriangles,7.7533951822916665,0.0,48.0,73.0,298.0,1.4291058E7,447116
full,cloudCandidates,0.9989784071180555,1.0,3.0,5.0,6.0,1841317.0,926993
full,actorCandidates,0.014299045138888888,0.0,0.0,0.0,12.0,26356.0,14517
