pass,metric,mean,p50,p95,p99,max,total,positivePixels
probe,orbitSteps,57.29557183159722,72.0,85.0,114.0,795.0,1.05607198E8,1843200
probe,chords,57.29557183159722,72.0,85.0,114.0,795.0,1.05607198E8,1843200
probe,terrainNodes,131.90264485677082,90.0,391.0,494.0,1017.0,2.43122955E8,1843200
probe,movingNodes,61.11502658420139,51.0,146.0,188.0,854.0,1.12647217E8,1843200
probe,terrainTriangles,3.166017795138889,0.0,16.0,20.0,108.0,5835604.0,612108
probe,movingTriangles,5.1816205512152775,0.0,60.0,99.0,205.0,9550763.0,147872
probe,terrainCandidates,0.33175835503472223,0.0,1.0,1.0,3.0,611497.0,610513
probe,movingCandidates,0.1725048828125,0.0,2.0,3.0,8.0,317961.0,138423
probe,terrainReuse,51.729990234375,67.0,80.0,100.0,767.0,9.5348718E7,1834339
probe,movingReuse,53.4270849609375,68.0,81.0,108.0,779.0,9.8476803E7,1843200
probe,terrainLeaves,0.4168207465277778,0.0,2.0,3.0,16.0,768284.0,612108
probe,movingLeaves,0.9027620442708333,0.0,10.0,16.0,37.0,1663971.0,147872
probe,transparentContinuations,0.0,0.0,0.0,0.0,0.0,0.0,0
probe,probePending,0.0,0.0,0.0,0.0,0.0,0.0,0
probe,rays,1.0,1.0,1.0,1.0,1.0,1843200.0,1843200
probe,exhausted,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,orbitSteps,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,chords,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,terrainNodes,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,movingNodes,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,terrainTriangles,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,movingTriangles,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,terrainCandidates,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,movingCandidates,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,terrainReuse,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,movingReuse,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,terrainLeaves,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,movingLeaves,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,transparentContinuations,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,probePending,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,rays,0.0,0.0,0.0,0.0,0.0,0.0,0
mask,exhausted,0.0,0.0,0.0,0.0,0.0,0.0,0
full,orbitSteps,57.29557183159722,72.0,85.0,114.0,795.0,1.05607198E8,1843200
full,chords,57.317479383680556,72.0,85.0,114.0,795.0,1.05647578E8,1843200
full,terrainNodes,131.90264485677082,90.0,391.0,494.0,1017.0,2.43122955E8,1843200
full,movingNodes,61.67764377170139,51.0,152.0,197.0,854.0,1.13684233E8,1843200
full,terrainTriangles,3.166017795138889,0.0,16.0,20.0,108.0,5835604.0,612108
full,movingTriangles,6.011439344618055,0.0,64.0,123.0,232.0,1.1080285E7,147872
full,terrainCandidates,0.33175835503472223,0.0,1.0,1.0,3.0,611497.0,610513
full,movingCandidates,0.16538845486111112,0.0,2.0,3.0,8.0,304844.0,138423
full,terrainReuse,51.751897786458336,67.0,80.0,100.0,767.0,9.5389098E7,1834339
full,movingReuse,53.4270849609375,68.0,81.0,108.0,779.0,9.8476803E7,1843200
full,terrainLeaves,0.4168207465277778,0.0,2.0,3.0,16.0,768284.0,612108
full,movingLeaves,1.0455843098958333,0.0,12.0,21.0,38.0,1927221.0,147872
full,transparentContinuations,0.021908094618055554,0.0,0.0,1.0,1.0,40381.0,40381
full,probePending,0.0,0.0,0.0,0.0,0.0,0.0,0
full,rays,1.0,1.0,1.0,1.0,1.0,1843200.0,1843200
full,exhausted,0.0,0.0,0.0,0.0,0.0,0.0,0
