pass,metric,mean,p50,p95,p99,max,total,positivePixels
probe,orbitSteps,51.988643663194445,63.0,81.0,116.0,800.0,9.5825468E7,1843200
probe,chords,51.988643663194445,63.0,81.0,116.0,800.0,9.5825468E7,1843200
probe,terrainNodes,242.62567111545138,181.0,558.0,835.0,1398.0,4.47207637E8,1843200
probe,movingNodes,119.21965494791667,111.0,225.0,278.0,535.0,2.19745668E8,1843200
probe,terrainTriangles,4.503618706597222,0.0,16.0,32.0,146.0,8301070.0,743739
probe,movingTriangles,41.13699164496528,34.0,123.0,144.0,212.0,7.5823703E7,958620
probe,terrainCandidates,0.4364735243055556,0.0,1.0,2.0,13.0,804508.0,742298
probe,movingCandidates,1.0726671006944444,1.0,3.0,5.0,8.0,1977140.0,943410
probe,terrainReuse,43.46876193576389,51.0,75.0,102.0,772.0,8.0121622E7,1831921
probe,movingReuse,46.03444552951389,56.0,76.0,110.0,792.0,8.485069E7,1843200
probe,terrainLeaves,0.6543516710069445,0.0,3.0,5.0,26.0,1206101.0,743739
probe,movingLeaves,6.564358723958334,6.0,19.0,23.0,37.0,1.2099426E7,958620
probe,transparentContinuations,0.0,0.0,0.0,0.0,0.0,0.0,0
probe,probePending,4.0093315972222223E-4,0.0,0.0,0.0,1.0,739.0,739
probe,rays,1.0,1.0,1.0,1.0,1.0,1843200.0,1843200
probe,exhausted,5.425347222222222E-7,0.0,0.0,0.0,1.0,1.0,1
mask,orbitSteps,0.013681098090277777,0.0,0.0,0.0,40.0,25217.0,739
mask,chords,0.014510091145833333,0.0,0.0,0.0,44.0,26745.0,739
mask,terrainNodes,0.264306640625,0.0,0.0,0.0,1503.0,487170.0,739
mask,movingNodes,0.08359429253472223,0.0,0.0,0.0,298.0,154081.0,739
mask,terrainTriangles,0.03637261284722222,0.0,0.0,0.0,384.0,67042.0,739
mask,movingTriangles,0.03825737847222222,0.0,0.0,0.0,168.0,70516.0,739
mask,terrainCandidates,0.0022591145833333335,0.0,0.0,0.0,25.0,4164.0,739
mask,movingCandidates,8.604600694444444E-4,0.0,0.0,0.0,4.0,1586.0,739
mask,terrainReuse,0.00944118923611111,0.0,0.0,0.0,27.0,17402.0,739
mask,movingReuse,0.011531032986111111,0.0,0.0,0.0,36.0,21254.0,739
mask,terrainLeaves,0.005738932291666667,0.0,0.0,0.0,59.0,10578.0,739
mask,movingLeaves,0.006062825520833333,0.0,0.0,0.0,25.0,11175.0,739
mask,transparentContinuations,8.289930555555556E-4,0.0,0.0,0.0,5.0,1528.0,739
mask,probePending,1.8446180555555556E-5,0.0,0.0,0.0,1.0,34.0,34
mask,rays,4.0093315972222223E-4,0.0,0.0,0.0,1.0,739.0,739
mask,exhausted,0.0,0.0,0.0,0.0,0.0,0.0,0
full,orbitSteps,51.98869411892361,63.0,81.0,116.0,800.0,9.5825561E7,1843200
full,chords,52.111087782118055,63.0,82.0,116.0,800.0,9.6051157E7,1843200
full,terrainNodes,243.80298068576388,181.0,568.0,840.0,1503.0,4.49377654E8,1843200
full,movingNodes,123.32932400173611,115.0,240.0,289.0,535.0,2.2732061E8,1843200
full,terrainTriangles,4.562384982638889,0.0,18.0,32.0,384.0,8409388.0,743739
full,movingTriangles,46.74940375434028,34.0,142.0,174.0,273.0,8.6168501E7,958620
full,terrainCandidates,0.44041829427083334,0.0,1.0,2.0,25.0,811779.0,742298
full,movingCandidates,1.0191927083333334,1.0,3.0,5.0,8.0,1878576.0,943410
full,terrainReuse,43.567286241319444,51.0,75.0,102.0,772.0,8.0303222E7,1831921
full,movingReuse,46.035259874131945,56.0,76.0,110.0,792.0,8.4852191E7,1843200
full,terrainLeaves,0.6635774739583333,0.0,3.0,5.0,59.0,1223106.0,743739
full,movingLeaves,7.438719075520833,6.0,22.0,27.0,49.0,1.3711047E7,958620
full,transparentContinuations,0.12239366319444445,0.0,1.0,1.0,5.0,225596.0,224807
full,probePending,1.8446180555555556E-5,0.0,0.0,0.0,1.0,34.0,34
full,rays,1.0,1.0,1.0,1.0,1.0,1843200.0,1843200
full,exhausted,5.425347222222222E-7,0.0,0.0,0.0,1.0,1.0,1
